param1,param2,city
0.32939501994227804,196.4697875816508,Самара
0.9901249041213182,168.67452590763986,Москва
0.09897602673806831,217.1726647894947,Тольятти
0.8217611720364708,35.3173262650128,Тольятти
0.21338408495262887,241.17384048594306,Самара
0.17537861303347577,224.20828005074333,Самара
0.15287406667455364,229.55008820452758,Самара
0.6649766084549181,58.237425864283615,Москва
0.3018835451285295,244.35690279749372,Самара
0.7545557001673447,211.35181005123022,Москва
1.0,199.6635334767791,Тольятти
0.1974911856613246,214.99485711448335,Самара
0.8493763636920721,198.62951006356963,Тольятти
0.8916829015083039,171.51060816666424,Москва
0.312189484279725,243.77914078904666,Тольятти
0.4005801243775713,272.0234267349663,Москва
0.42646570628393676,214.60281403039048,Самара
0.8709055848087124,193.4780299939525,Тольятти
0.4658154739755298,278.7576077878457,Самара
0.2520674633132903,284.53420210978703,Москва
0.4871166116587675,243.31691576537673,Москва
0.18334644318280155,204.50261571939365,Москва
0.6510512111014487,43.548465799199846,Москва
0.3450837034764525,263.0250750888867,Самара
0.8269410637805125,173.3419624350711,Тольятти
0.41735926040495713,298.34464778827623,Тольятти
0.6101317144877735,39.25589110519583,Самара
0.4479951801953771,287.01942519652147,Москва
0.6504798007955486,193.44082290299528,Тольятти
0.8187951599413376,179.26809699050656,Тольятти
0.4292934846327981,283.0869603268868,Тольятти
0.7383870692932297,43.03711542741163,Москва
0.8065192727597044,47.885989155823026,Москва
0.7842708865083621,38.83899088532331,Самара
0.7195250229520977,45.42573034496272,Москва
0.18219325269977274,187.65990263946196,Самара
0.7204788713419781,186.19062221373935,Тольятти
0.7346230263875293,29.113826912963983,Москва
0.3481612732406764,234.1564275891786,Самара
0.7144866575705978,40.433342738519485,Москва
0.20992816430226954,218.5035137626828,Самара
0.1049186901904456,219.44812281403318,Самара
0.793367463998103,210.53287706735682,Москва
0.07983006220327193,211.77818133061587,Тольятти
0.20674375808625084,205.55747761814408,Самара
0.43240444835774805,289.3223871011473,Самара
0.06994971131488703,215.52689927080033,Самара
0.3633606280985447,272.51255537629856,Самара
0.2371025225455989,208.8482459062899,Самара
0.7573405279087781,203.25437698165493,Москва
0.36415399777368485,250.27000972855402,Самара
0.752826958472827,32.8252690505904,Москва
0.7864620673757838,32.80107045200192,Москва
0.13896799253082048,239.11202278919993,Тольятти
0.2943340331058099,244.77310203906785,Москва
0.723247332445881,31.685114584486627,Москва
0.7969769225748277,196.88107418002602,Москва
0.8580284894511842,40.91511295512125,Самара
0.8197179436110421,176.42899454375788,Самара
0.8215125651295925,206.7634272124998,Тольятти
0.826148181917504,180.86372639967564,Тольятти
0.6625614745039479,19.419887886853374,Самара
0.11710135984500097,237.15121898203068,Самара
0.8345101876553251,15.928864685542093,Москва
0.7338887521732063,182.817645187366,Тольятти
0.4284930090280459,272.6780422934962,Москва
0.9220642183569464,211.95413168924824,Москва
0.6825811935961874,37.491076353222525,Москва
0.23557013926599568,213.7058846361902,Самара
0.4387152411566376,249.57083316431064,Москва
0.2797705678801598,296.33632955528424,Москва
0.13951678192636657,241.5904198154427,Самара
0.6780700345593499,46.90894550650227,Самара
0.4700594503826378,263.3497436545686,Самара
0.8279386852033178,177.5164529229701,Москва
0.7328132274528221,176.21324067790658,Тольятти
0.23495810823088806,211.39818011992693,Самара
0.2700905945089455,227.12235804197135,Самара
0.871360032939436,176.33688774735248,Самара
0.0813400536434834,232.4019510234738,Самара
0.4859373343255336,286.23024772574695,Москва
0.7381412048940822,24.616549600149803,Москва
0.283242495440396,234.63114622604454,Самара
0.7753403061470162,21.727406865702925,Самара
0.20049461528827028,224.38981745782098,Самара
0.7899986447901456,192.9957824066451,Москва
0.178117416706353,229.35348492604194,Самара
0.3481792149891381,271.97601307936804,Москва
0.6818070702067944,199.9854216785391,Тольятти
0.16938537443979343,223.44970486367623,Самара
0.3996201484915335,277.3226922773539,Москва
0.7648642516059173,35.08999487749347,Самара
0.40835148031329577,257.3069473700178,Москва
0.6518994037617786,184.71421840664885,Тольятти
0.8614460482994981,37.94820550164312,Москва
0.7661256150915273,173.91693726819588,Тольятти
0.7543234765213186,181.02872783312955,Самара
0.47970336178805706,293.44999345613326,Тольятти
0.7789532646152645,195.39532480725714,Москва
0.434594556843012,278.506308039433,Самара
0.7911240640891689,32.69201097111712,Самара
0.8252357477253229,173.26006967413247,Москва
0.6015241706655158,269.6053629308348,Самара
0.25460227779484923,224.17480280715543,Самара
0.2124824342549767,229.53086959960922,Москва
0.7772791286629556,41.715188909196236,Тольятти
0.3341839794418332,282.2551796658758,Москва
0.7638215378767551,46.78741592293191,Самара
0.8388373740525972,53.63483554446883,Москва
0.5495166758875281,292.51222200012984,Самара
0.8587314460943739,189.03429638701232,Москва
0.7337257020179107,187.873658493263,Тольятти
0.5984873886927179,42.32373132573072,Самара
0.1462045888312343,212.56420844919444,Самара
0.48066479219744634,282.28560934919045,Москва
0.6199463723138876,182.9680273051452,Москва
0.9131418572294342,20.115675362487313,Самара
0.4812630341581614,277.22190119800837,Самара
0.3805711327788256,273.99767275709013,Самара
0.45439221172800703,275.83230998283403,Самара
0.2642091727557638,274.93885095423695,Москва
0.12770543254291938,226.00514894114232,Самара
0.28354761720336125,240.30950248079614,Самара
0.24700259674654051,231.90997959348073,Самара
0.7479322623822116,19.055155276226515,Москва
0.8995984693049555,202.99516837830953,Тольятти
0.8295305954207024,31.656988663250807,Самара
0.8135141906172471,1.0,Самара
0.8791174525014623,50.76403168780374,Москва
0.8522966103525959,23.896107603558544,Москва
0.8775080647386303,192.06611064864433,Москва
0.2558858865764997,203.37376001520204,Самара
0.9079673572881433,178.48982395728268,Тольятти
0.3883832386759812,273.60810881755503,Самара
0.30674917742599495,282.33172509879057,Москва
0.8392668107472437,27.443705611939826,Москва
0.9599211551550286,206.58819971731995,Москва
0.5558890514276232,287.5514866962834,Самара
0.3068524240516441,269.26977802333994,Самара
0.7184911269767112,56.66457569510654,Самара
0.31504563283069165,201.79690433119234,Самара
0.3888709246379038,268.27544678428774,Москва
0.8274620900745492,211.78957216382508,Тольятти
0.7357984278090078,29.804343286581556,Самара
0.4359459085684856,289.2311078019981,Самара
0.32097954855334926,268.5986540819464,Самара
0.6438547390596338,212.66316847474084,Тольятти
0.6421118673654026,189.75450629712122,Тольятти
